,locationid,latitude,longitude,shapewkt,X,country,CONST_CODE,WARD_NAME,CONSTITUEN,COUNTY_ASS,COUNTY_A_1,COUNTY_COD,COUNTY_NAME
177,10198945,1.708,38.125,"POLYGON ((38.083332460999941 1.6666664339999855, 38.16666579399994 1.6666664339999855, 38.16666579399994 1.7499997669999854, 38.083332460999941 1.7499997669999854, 38.083332460999941 1.6666664339999855))",1732,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
178,10199181,1.542,37.875,"POLYGON ((37.833332461999959 1.4999997679999879, 37.916665794999957 1.4999997679999879, 37.916665794999957 1.5833331009999878, 37.833332461999959 1.5833331009999878, 37.833332461999959 1.4999997679999879))",1854,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
179,10199191,2.125,38.875,"POLYGON ((38.833332457999944 2.0833330989999865, 38.916665790999943 2.0833330989999865, 38.916665790999943 2.1666664319999867, 38.833332457999944 2.1666664319999867, 38.833332457999944 2.0833330989999865))",112,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
180,10199273,2.625,38.292,"POLYGON ((38.249999126999938 2.5833330969999864, 38.333332459999937 2.5833330969999864, 38.333332459999937 2.6666664299999865, 38.249999126999938 2.6666664299999865, 38.249999126999938 2.5833330969999864))",1660,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
181,10199565,2.542,37.792,"POLYGON ((37.749999128999946 2.4999997639999876, 37.833332461999944 2.4999997639999876, 37.833332461999944 2.5833330969999877, 37.749999128999946 2.5833330969999877, 37.749999128999946 2.4999997639999876))",455,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
182,10199576,3.125,37.542,"POLYGON ((37.499999129999964 3.0833330949999862, 37.583332462999962 3.0833330949999862, 37.583332462999962 3.1666664279999863, 37.499999129999964 3.1666664279999863, 37.499999129999964 3.0833330949999862))",657,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
183,10199632,0.958,38.542,"POLYGON ((38.499999125999949 0.91666643699998929, 38.583332458999948 0.91666643699998929, 38.583332458999948 0.9999997699999893, 38.499999125999949 0.9999997699999893, 38.499999125999949 0.91666643699998929))",1525,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
184,10200277,3.042,38.792,"POLYGON ((38.74999912499996 2.9999997619999874, 38.833332457999958 2.9999997619999874, 38.833332457999958 3.0833330949999875, 38.74999912499996 3.0833330949999875, 38.74999912499996 2.9999997619999874))",1284,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
185,10200557,1.625,38.875,"POLYGON ((38.833332457999944 1.5833331009999867, 38.916665790999943 1.5833331009999867, 38.916665790999943 1.6666664339999866, 38.833332457999944 1.6666664339999866, 38.833332457999944 1.5833331009999867))",1528,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
186,10200830,2.375,37.875,"POLYGON ((37.833332461999959 2.33333309799999, 37.916665794999957 2.33333309799999, 37.916665794999957 2.41666643099999, 37.833332461999959 2.41666643099999, 37.833332461999959 2.33333309799999))",31,Kenya,47,KARARE,SAKU,234,KARARE,10,MARSABIT
187,10200903,3.458,38.375,"POLYGON ((38.333332459999951 3.4166664269999885, 38.41666579299995 3.4166664269999885, 38.41666579299995 3.4999997599999886, 38.333332459999951 3.4999997599999886, 38.333332459999951 3.4166664269999885))",804,Kenya,45,URAN,MOYALE,226,URAN,10,MARSABIT
188,10200916,3.542,38.042,"POLYGON ((37.999999127999956 3.4999997599999872, 38.083332460999955 3.4999997599999872, 38.083332460999955 3.5833330929999874, 37.999999127999956 3.5833330929999874, 37.999999127999956 3.4999997599999872))",400,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
189,10200919,3.708,36.958,"POLYGON ((36.916665798999958 3.6666664259999848, 36.999999131999957 3.6666664259999848, 36.999999131999957 3.7499997589999849, 36.916665798999958 3.7499997589999849, 36.916665798999958 3.6666664259999848))",1637,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
190,10201293,3.375,38.042,"POLYGON ((37.999999127999956 3.3333330939999897, 38.083332460999955 3.3333330939999897, 38.083332460999955 3.41666642699999, 37.999999127999956 3.41666642699999, 37.999999127999956 3.3333330939999897))",1729,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
191,10201311,2.125,37.375,"POLYGON ((37.333332463999966 2.0833330989999865, 37.416665796999965 2.0833330989999865, 37.416665796999965 2.1666664319999867, 37.333332463999966 2.1666664319999867, 37.333332463999966 2.0833330989999865))",446,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
192,10201372,2.042,38.292,"POLYGON ((38.249999126999938 1.9999997659999877, 38.333332459999937 1.9999997659999877, 38.333332459999937 2.0833330989999879, 38.249999126999938 2.0833330989999879, 38.249999126999938 1.9999997659999877))",328,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
193,10201462,1.292,38.125,"POLYGON ((38.083332460999941 1.2499997689999844, 38.16666579399994 1.2499997689999844, 38.16666579399994 1.3333331019999843, 38.083332460999941 1.3333331019999843, 38.083332460999941 1.2499997689999844))",1269,Kenya,49,CHARI,ISIOLO NORTH,243,CHARI,11,ISIOLO
194,10201871,3.042,37.708,"POLYGON ((37.666665795999961 2.9999997619999874, 37.74999912899996 2.9999997619999874, 37.74999912899996 3.0833330949999875, 37.666665795999961 3.0833330949999875, 37.666665795999961 2.9999997619999874))",731,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
195,10201874,3.792,36.875,"POLYGON ((36.833332465999945 3.7499997589999836, 36.916665798999944 3.7499997589999836, 36.916665798999944 3.8333330919999837, 36.833332465999945 3.8333330919999837, 36.833332465999945 3.7499997589999836))",1437,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
196,10201925,2.958,37.458,"POLYGON ((37.416665796999951 2.9166664289999886, 37.499999129999949 2.9166664289999886, 37.499999129999949 2.9999997619999887, 37.416665796999951 2.9999997619999887, 37.416665796999951 2.9166664289999886))",1255,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
197,10202168,1.875,38.792,"POLYGON ((38.74999912499996 1.8333330999999902, 38.833332457999958 1.8333330999999902, 38.833332457999958 1.91666643299999, 38.74999912499996 1.91666643299999, 38.74999912499996 1.8333330999999902))",1469,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
198,10202458,2.042,38.375,"POLYGON ((38.333332459999951 1.9999997659999877, 38.41666579299995 1.9999997659999877, 38.41666579299995 2.0833330989999879, 38.333332459999951 2.0833330989999879, 38.333332459999951 1.9999997659999877))",1277,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
199,10202547,4.125,36.542,"POLYGON ((36.49999913399995 4.0833330909999859, 36.583332466999948 4.0833330909999859, 36.583332466999948 4.1666664239999855, 36.49999913399995 4.1666664239999855, 36.49999913399995 4.0833330909999859))",765,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
200,10202554,2.708,38.708,"POLYGON ((38.666665791999947 2.6666664299999852, 38.749999124999945 2.6666664299999852, 38.749999124999945 2.7499997629999853, 38.666665791999947 2.7499997629999853, 38.666665791999947 2.6666664299999852))",1468,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
201,10202585,1.375,37.708,"POLYGON ((37.666665795999961 1.3333331019999903, 37.74999912899996 1.3333331019999903, 37.74999912899996 1.4166664349999902, 37.666665795999961 1.4166664349999902, 37.666665795999961 1.3333331019999903))",1578,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
202,10202797,3.792,37.042,"POLYGON ((36.999999131999942 3.7499997589999836, 37.083332464999941 3.7499997589999836, 37.083332464999941 3.8333330919999837, 36.999999131999942 3.8333330919999837, 36.999999131999942 3.7499997589999836))",1032,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
203,10202812,2.125,38.375,"POLYGON ((38.333332459999951 2.0833330989999865, 38.41666579299995 2.0833330989999865, 38.41666579299995 2.1666664319999867, 38.333332459999951 2.1666664319999867, 38.333332459999951 2.0833330989999865))",465,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
204,10202854,0.958,38.208,"POLYGON ((38.166665793999954 0.91666643699998929, 38.249999126999953 0.91666643699998929, 38.249999126999953 0.9999997699999893, 38.166665793999954 0.9999997699999893, 38.166665793999954 0.91666643699998929))",325,Kenya,49,CHARI,ISIOLO NORTH,243,CHARI,11,ISIOLO
205,10202908,0.542,38.125,"POLYGON ((38.083332460999941 0.49999977199998824, 38.16666579399994 0.49999977199998824, 38.16666579399994 0.58333310499998825, 38.083332460999941 0.58333310499998825, 38.083332460999941 0.49999977199998824))",535,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
206,10203132,0.542,37.542,"POLYGON ((37.499999129999964 0.49999977199998824, 37.583332462999962 0.49999977199998824, 37.583332462999962 0.58333310499998825, 37.499999129999964 0.58333310499998825, 37.499999129999964 0.49999977199998824))",24,Kenya,49,BURAT,ISIOLO NORTH,246,BURAT,11,ISIOLO
207,10203134,0.875,38.208,"POLYGON ((38.166665793999954 0.8333331039999905, 38.249999126999953 0.8333331039999905, 38.249999126999953 0.91666643699999051, 38.166665793999954 0.91666643699999051, 38.166665793999954 0.8333331039999905))",668,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
208,10203450,0.458,37.375,"POLYGON ((37.333332463999966 0.41666643899998945, 37.416665796999965 0.41666643899998945, 37.416665796999965 0.49999977199998946, 37.333332463999966 0.49999977199998946, 37.333332463999966 0.41666643899998945))",1106,Kenya,49,BURAT,ISIOLO NORTH,246,BURAT,11,ISIOLO
209,10203460,2.292,38.542,"POLYGON ((38.499999125999949 2.2499997649999841, 38.583332458999948 2.2499997649999841, 38.583332458999948 2.3333330979999842, 38.499999125999949 2.3333330979999842, 38.499999125999949 2.2499997649999841))",1666,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
210,10203489,1.458,39.292,"POLYGON ((39.249999122999952 1.4166664349999891, 39.333332455999951 1.4166664349999891, 39.333332455999951 1.499999767999989, 39.249999122999952 1.499999767999989, 39.249999122999952 1.4166664349999891))",1289,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
211,10203490,1.958,38.292,"POLYGON ((38.249999126999938 1.916666432999989, 38.333332459999937 1.916666432999989, 38.333332459999937 1.9999997659999889, 38.249999126999938 1.9999997659999889, 38.249999126999938 1.916666432999989))",863,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
212,10203495,3.542,37.208,"POLYGON ((37.16666579799994 3.4999997599999872, 37.249999130999939 3.4999997599999872, 37.249999130999939 3.5833330929999874, 37.16666579799994 3.5833330929999874, 37.16666579799994 3.4999997599999872))",1038,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
213,10203911,1.792,38.792,"POLYGON ((38.74999912499996 1.7499997669999843, 38.833332457999958 1.7499997669999843, 38.833332457999958 1.8333330999999842, 38.74999912499996 1.8333330999999842, 38.74999912499996 1.7499997669999843))",1001,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
214,10203946,3.042,38.875,"POLYGON ((38.833332457999944 2.9999997619999874, 38.916665790999943 2.9999997619999874, 38.916665790999943 3.0833330949999875, 38.833332457999944 3.0833330949999875, 38.833332457999944 2.9999997619999874))",747,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
215,10204004,3.708,37.042,"POLYGON ((36.999999131999942 3.6666664259999848, 37.083332464999941 3.6666664259999848, 37.083332464999941 3.7499997589999849, 36.999999131999942 3.7499997589999849, 36.999999131999942 3.6666664259999848))",1099,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
216,10204367,3.208,38.875,"POLYGON ((38.833332457999944 3.166666427999985, 38.916665790999943 3.166666427999985, 38.916665790999943 3.2499997609999851, 38.833332457999944 3.2499997609999851, 38.833332457999944 3.166666427999985))",1868,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
217,10204413,4.375,36.542,"POLYGON ((36.49999913399995 4.3333330899999893, 36.583332466999948 4.3333330899999893, 36.583332466999948 4.416666422999989, 36.49999913399995 4.416666422999989, 36.49999913399995 4.3333330899999893))",372,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
218,10205160,0.875,38.625,"POLYGON ((38.583332458999962 0.8333331039999905, 38.666665791999961 0.8333331039999905, 38.666665791999961 0.91666643699999051, 38.583332458999962 0.91666643699999051, 38.583332458999962 0.8333331039999905))",543,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
219,10205496,1.458,38.208,"POLYGON ((38.166665793999954 1.4166664349999891, 38.249999126999953 1.4166664349999891, 38.249999126999953 1.499999767999989, 38.166665793999954 1.499999767999989, 38.166665793999954 1.4166664349999891))",101,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
220,10205550,3.208,36.625,"POLYGON ((36.583332466999963 3.166666427999985, 36.666665799999961 3.166666427999985, 36.666665799999961 3.2499997609999851, 36.583332466999963 3.2499997609999851, 36.583332466999963 3.166666427999985))",1365,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
221,10205557,2.792,38.458,"POLYGON ((38.416665792999964 2.7499997629999839, 38.499999125999963 2.7499997629999839, 38.499999125999963 2.8333330959999841, 38.416665792999964 2.8333330959999841, 38.416665792999964 2.7499997629999839))",173,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
222,10205749,2.458,38.125,"POLYGON ((38.083332460999941 2.4166664309999888, 38.16666579399994 2.4166664309999888, 38.16666579399994 2.4999997639999889, 38.083332460999941 2.4999997639999889, 38.083332460999941 2.4166664309999888))",1129,Kenya,47,SAGANTE/JALDESA,SAKU,233,SAGANTE/JALDESA,10,MARSABIT
223,10206005,3.875,37.625,"POLYGON ((37.583332462999948 3.8333330919999895, 37.666665795999947 3.8333330919999895, 37.666665795999947 3.9166664249999896, 37.583332462999948 3.9166664249999896, 37.583332462999948 3.8333330919999895))",1849,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
224,10206016,3.042,37.458,"POLYGON ((37.416665796999951 2.9999997619999874, 37.499999129999949 2.9999997619999874, 37.499999129999949 3.0833330949999875, 37.416665796999951 3.0833330949999875, 37.416665796999951 2.9999997619999874))",920,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
225,10206114,3.542,38.708,"POLYGON ((38.666665791999947 3.4999997599999872, 38.749999124999945 3.4999997599999872, 38.749999124999945 3.5833330929999874, 38.666665791999947 3.5833330929999874, 38.666665791999947 3.4999997599999872))",944,Kenya,45,SOLOLO,MOYALE,222,SOLOLO,10,MARSABIT
226,10206303,2.542,37.208,"POLYGON ((37.16666579799994 2.4999997639999876, 37.249999130999939 2.4999997639999876, 37.249999130999939 2.5833330969999877, 37.16666579799994 2.5833330969999877, 37.16666579799994 2.4999997639999876))",306,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
227,10206787,0.208,38.542,"POLYGON ((38.499999125999949 0.16666643999998598, 38.583332458999948 0.16666643999998598, 38.583332458999948 0.24999977299998596, 38.499999125999949 0.24999977299998596, 38.499999125999949 0.16666643999998598))",1398,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
228,10207104,2.542,37.042,"POLYGON ((36.999999131999942 2.4999997639999876, 37.083332464999941 2.4999997639999876, 37.083332464999941 2.5833330969999877, 36.999999131999942 2.5833330969999877, 36.999999131999942 2.4999997639999876))",78,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
229,10207142,3.292,37.458,"POLYGON ((37.416665796999951 3.2499997609999838, 37.499999129999949 3.2499997609999838, 37.499999129999949 3.3333330939999839, 37.416665796999951 3.3333330939999839, 37.416665796999951 3.2499997609999838))",977,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
230,10207403,3.708,37.542,"POLYGON ((37.499999129999964 3.6666664259999848, 37.583332462999962 3.6666664259999848, 37.583332462999962 3.7499997589999849, 37.499999129999964 3.7499997589999849, 37.499999129999964 3.6666664259999848))",392,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
231,10207405,0.375,37.375,"POLYGON ((37.333332463999966 0.33333310599999066, 37.416665796999965 0.33333310599999066, 37.416665796999965 0.41666643899999067, 37.333332463999966 0.41666643899999067, 37.333332463999966 0.33333310599999066))",309,Kenya,49,BURAT,ISIOLO NORTH,246,BURAT,11,ISIOLO
232,10207448,2.125,38.042,"POLYGON ((37.999999127999956 2.0833330989999865, 38.083332460999955 2.0833330989999865, 38.083332460999955 2.1666664319999867, 37.999999127999956 2.1666664319999867, 37.999999127999956 2.0833330989999865))",1516,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
233,10207452,2.792,37.042,"POLYGON ((36.999999131999942 2.7499997629999839, 37.083332464999941 2.7499997629999839, 37.083332464999941 2.8333330959999841, 36.999999131999942 2.8333330959999841, 36.999999131999942 2.7499997629999839))",1179,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
234,10207468,2.292,37.792,"POLYGON ((37.749999128999946 2.2499997649999841, 37.833332461999944 2.2499997649999841, 37.833332461999944 2.3333330979999842, 37.749999128999946 2.3333330979999842, 37.749999128999946 2.2499997649999841))",162,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
235,10207527,2.458,38.458,"POLYGON ((38.416665792999964 2.4166664309999888, 38.499999125999963 2.4166664309999888, 38.499999125999963 2.4999997639999889, 38.416665792999964 2.4999997639999889, 38.416665792999964 2.4166664309999888))",104,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
236,10208324,3.458,37.792,"POLYGON ((37.749999128999946 3.4166664269999885, 37.833332461999944 3.4166664269999885, 37.833332461999944 3.4999997599999886, 37.749999128999946 3.4999997599999886, 37.749999128999946 3.4166664269999885))",1193,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
237,10208351,0.542,37.042,"POLYGON ((36.999999131999942 0.49999977199998824, 37.083332464999941 0.49999977199998824, 37.083332464999941 0.58333310499998825, 36.999999131999942 0.58333310499998825, 36.999999131999942 0.49999977199998824))",1031,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
238,10208394,3.792,37.292,"POLYGON ((37.249999130999953 3.7499997589999836, 37.333332463999952 3.7499997589999836, 37.333332463999952 3.8333330919999837, 37.249999130999953 3.8333330919999837, 37.249999130999953 3.7499997589999836))",1186,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
239,10208398,1.625,38.042,"POLYGON ((37.999999127999956 1.5833331009999867, 38.083332460999955 1.5833331009999867, 38.083332460999955 1.6666664339999866, 37.999999127999956 1.6666664339999866, 37.999999127999956 1.5833331009999867))",1655,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
240,10208405,1.792,37.542,"POLYGON ((37.499999129999964 1.7499997669999843, 37.583332462999962 1.7499997669999843, 37.583332462999962 1.8333330999999842, 37.499999129999964 1.8333330999999842, 37.499999129999964 1.7499997669999843))",157,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
241,10208758,1.125,39.042,"POLYGON ((38.999999123999942 1.0833331029999869, 39.083332456999941 1.0833331029999869, 39.083332456999941 1.1666664359999868, 38.999999123999942 1.1666664359999868, 38.999999123999942 1.0833331029999869))",1602,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
242,10209086,1.375,38.708,"POLYGON ((38.666665791999947 1.3333331019999903, 38.749999124999945 1.3333331019999903, 38.749999124999945 1.4166664349999902, 38.666665791999947 1.4166664349999902, 38.666665791999947 1.3333331019999903))",1748,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
243,10209097,0.542,38.292,"POLYGON ((38.249999126999938 0.49999977199998824, 38.333332459999937 0.49999977199998824, 38.333332459999937 0.58333310499998825, 38.249999126999938 0.58333310499998825, 38.249999126999938 0.49999977199998824))",247,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
244,10209471,2.875,37.458,"POLYGON ((37.416665796999951 2.83333309599999, 37.499999129999949 2.83333309599999, 37.499999129999949 2.91666642899999, 37.416665796999951 2.91666642899999, 37.416665796999951 2.83333309599999))",1187,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
245,10209722,1.792,38.375,"POLYGON ((38.333332459999951 1.7499997669999843, 38.41666579299995 1.7499997669999843, 38.41666579299995 1.8333330999999842, 38.333332459999951 1.8333330999999842, 38.333332459999951 1.7499997669999843))",1462,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
246,10209801,3.375,37.208,"POLYGON ((37.16666579799994 3.3333330939999897, 37.249999130999939 3.3333330939999897, 37.249999130999939 3.41666642699999, 37.16666579799994 3.41666642699999, 37.16666579799994 3.3333330939999897))",651,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
247,10210046,0.875,39.042,"POLYGON ((38.999999123999942 0.8333331039999905, 39.083332456999941 0.8333331039999905, 39.083332456999941 0.91666643699999051, 38.999999123999942 0.91666643699999051, 38.999999123999942 0.8333331039999905))",1755,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
248,10210259,0.625,38.625,"POLYGON ((38.583332458999962 0.583333104999987, 38.666665791999961 0.583333104999987, 38.666665791999961 0.666666437999987, 38.583332458999962 0.666666437999987, 38.583332458999962 0.583333104999987))",994,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
249,10210275,0.625,38.542,"POLYGON ((38.499999125999949 0.583333104999987, 38.583332458999948 0.583333104999987, 38.583332458999948 0.666666437999987, 38.499999125999949 0.666666437999987, 38.499999125999949 0.583333104999987))",1278,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
250,10210292,3.292,36.375,"POLYGON ((36.333332467999952 3.2499997609999838, 36.416665800999951 3.2499997609999838, 36.416665800999951 3.3333330939999839, 36.333332467999952 3.3333330939999839, 36.333332467999952 3.2499997609999838))",1307,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
251,10210300,2.792,39.042,"POLYGON ((38.999999123999942 2.7499997629999839, 39.083332456999941 2.7499997629999839, 39.083332456999941 2.8333330959999841, 38.999999123999942 2.8333330959999841, 38.999999123999942 2.7499997629999839))",1472,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
252,10210328,2.125,38.958,"POLYGON ((38.916665790999957 2.0833330989999865, 38.999999123999956 2.0833330989999865, 38.999999123999956 2.1666664319999867, 38.916665790999957 2.1666664319999867, 38.916665790999957 2.0833330989999865))",116,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
253,10210376,2.708,38.375,"POLYGON ((38.333332459999951 2.6666664299999852, 38.41666579299995 2.6666664299999852, 38.41666579299995 2.7499997629999853, 38.333332459999951 2.7499997629999853, 38.333332459999951 2.6666664299999852))",541,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
254,10210399,0.375,38.208,"POLYGON ((38.166665793999954 0.33333310599999066, 38.249999126999953 0.33333310599999066, 38.249999126999953 0.41666643899999067, 38.166665793999954 0.41666643899999067, 38.166665793999954 0.33333310599999066))",1857,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
255,10210417,1.958,37.208,"POLYGON ((37.16666579799994 1.916666432999989, 37.249999130999939 1.916666432999989, 37.249999130999939 1.9999997659999889, 37.16666579799994 1.9999997659999889, 37.16666579799994 1.916666432999989))",1506,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
256,10210652,3.125,37.792,"POLYGON ((37.749999128999946 3.0833330949999862, 37.833332461999944 3.0833330949999862, 37.833332461999944 3.1666664279999863, 37.749999128999946 3.1666664279999863, 37.749999128999946 3.0833330949999862))",1123,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
257,10210746,1.708,37.458,"POLYGON ((37.416665796999951 1.6666664339999855, 37.499999129999949 1.6666664339999855, 37.499999129999949 1.7499997669999854, 37.416665796999951 1.7499997669999854, 37.416665796999951 1.6666664339999855))",1321,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
258,10210797,2.375,37.125,"POLYGON ((37.083332464999955 2.33333309799999, 37.166665797999954 2.33333309799999, 37.166665797999954 2.41666643099999, 37.083332464999955 2.41666643099999, 37.083332464999955 2.33333309799999))",1441,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
259,10211446,3.958,36.542,"POLYGON ((36.49999913399995 3.9166664249999883, 36.583332466999948 3.9166664249999883, 36.583332466999948 3.9999997579999884, 36.49999913399995 3.9999997579999884, 36.49999913399995 3.9166664249999883))",1831,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
260,10211452,0.875,39.292,"POLYGON ((39.249999122999952 0.8333331039999905, 39.333332455999951 0.8333331039999905, 39.333332455999951 0.91666643699999051, 39.249999122999952 0.91666643699999051, 39.249999122999952 0.8333331039999905))",1537,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
261,10211453,2.208,36.958,"POLYGON ((36.916665798999958 2.1666664319999853, 36.999999131999957 2.1666664319999853, 36.999999131999957 2.2499997649999854, 36.916665798999958 2.2499997649999854, 36.916665798999958 2.1666664319999853))",646,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
262,10211490,1.625,37.958,"POLYGON ((37.916665794999943 1.5833331009999867, 37.999999127999942 1.5833331009999867, 37.999999127999942 1.6666664339999866, 37.916665794999943 1.6666664339999866, 37.916665794999943 1.5833331009999867))",321,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
263,10211533,2.708,37.708,"POLYGON ((37.666665795999961 2.6666664299999852, 37.74999912899996 2.6666664299999852, 37.74999912899996 2.7499997629999853, 37.666665795999961 2.7499997629999853, 37.666665795999961 2.6666664299999852))",854,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
264,10211539,3.042,37.375,"POLYGON ((37.333332463999966 2.9999997619999874, 37.416665796999965 2.9999997619999874, 37.416665796999965 3.0833330949999875, 37.333332463999966 3.0833330949999875, 37.333332463999966 2.9999997619999874))",581,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
265,10211575,2.542,38.375,"POLYGON ((38.333332459999951 2.4999997639999876, 38.41666579299995 2.4999997639999876, 38.41666579299995 2.5833330969999877, 38.333332459999951 2.5833330969999877, 38.333332459999951 2.4999997639999876))",103,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
